1219_52,10122019,RECORRENTE,0,0,51.63,
1219_16,10122019,RECORRENTE,0,0,16.24,
1219_9,10122019,RECORRENTE,0,0,8.59,
1219_17,10122019,RECORRENTE,0,0,16.71,
1219_8,10122019,RECORRENTE,0,0,8.5,
1219_230,10122019,RECORRENTE,2,0,229.64,
1219_82,10122019,RECORRENTE,8,0,82.5,
1219_80,10122019,RECORRENTE,0,0,79.74,
1219_80,10122019,DISPERSO,0,0,80.0,
1219_61,10122019,DISPERSO,0,0,60.94,
1219_150,10122019,DISPERSO,0,0,150.0,
1219_SAL,10122019,SALÁRIO,0,0,1655.12,XXXXX
